step,action
4,28
0,28
1,28
2,28
3,28
4,37
0,39
1,37
2,39
3,28
0,37
1,28
2,28
3,39
4,28
5,28
6,28
0,39
1,39
2,28
3,39
4,28
5,37
0,37
1,39
2,37
3,28
4,28
5,28
6,28
7,28
8,28
9,28
10,28
11,28
0,37
1,39
2,39
3,28
0,39
1,39
2,37
3,28
4,37
5,28
6,28
7,28
0,39
1,37
2,39
3,28
4,28
5,28
6,28
0,28
1,28
2,37
3,28
4,28
5,28
6,28
7,28
8,28
9,28
0,39
1,39
2,39
3,28
0,39
1,39
2,37
3,28
4,39
5,28
6,28
0,39
1,28
2,28
3,37
4,28
5,28
6,28
7,28
0,37
1,39
2,39
3,37
4,37
5,28
0,39
1,39
2,37
3,37
0,37
1,39
2,28
3,39
4,28
5,28
0,39
1,37
2,28
3,28
4,39
5,28
6,37
7,37
0,39
1,39
2,28
3,28
4,37
5,28
6,28
7,28
8,28
9,28
10,37
0,37
1,39
2,28
0,39
1,39
2,39
3,37
4,28
5,28
6,28
0,39
1,39
2,37
3,28
4,39
5,28
6,28
7,28
8,28
9,37
0,37
1,28
2,28
3,39
4,39
5,28
0,39
1,28
2,28
3,37
4,37
5,37
6,37
7,28
8,28
9,37
10,28
11,28
12,37
0,37
1,28
2,28
3,37
4,28
0,39
1,28
2,28
3,37
0,39
1,37
2,28
3,28
4,28
5,28
6,28
7,28
0,39
1,39
2,28
3,37
4,28
5,28
0,37
1,28
0,39
1,39
0,39
1,28
2,28
3,28
4,28
5,28
0,28
1,28
2,39
3,28
0,28
1,37
2,37
3,28
4,28
5,28
6,28
0,39
1,37
2,37
3,28
0,39
1,28
2,28
3,39
4,39
5,39
0,39
1,39
2,28
3,39
4,37
0,28
1,28
2,28
3,28
4,37
5,28
6,28
0,39
1,28
2,37
3,28
4,28
0,39
1,28
2,37
3,28
4,37
5,37
6,28
7,28
8,28
9,28
10,37
0,37
1,28
2,28
0,28
1,39
2,37
3,28
4,28
0,39
1,37
0,39
1,37
2,28
3,28
4,28
5,28
6,28
7,28
0,28
1,39
2,28
3,39
4,28
5,28
0,28
1,37
2,28
3,28
4,28
5,28
6,37
0,39
1,37
2,28
3,28
4,28
5,28
0,28
1,28
2,39
3,39
4,28
5,28
6,28
0,37
1,28
2,28
3,28
4,37
5,28
6,28
7,28
0,39
1,28
2,28
3,28
4,28
5,28
6,28
7,28
8,28
9,39
0,39
1,28
2,28
3,28
4,37
5,28
0,39
1,37
2,28
3,28
4,28
5,37
6,28
7,28
0,39
1,28
0,39
1,39
2,28
3,28
4,28
5,28
0,37
1,28
2,28
3,37
4,28
0,39
1,37
2,37
3,37
0,28
1,39
2,37
3,28
4,28
0,39
1,28
2,37
0,37
1,37
2,37
3,28
4,28
5,28
6,28
0,39
1,28
2,28
3,37
4,28
0,39
1,37
2,28
3,28
4,37
5,28
6,28
0,39
1,28
2,37
3,28
4,28
5,37
0,39
1,37
2,39
3,28
0,28
1,37
2,28
3,28
4,28
5,28
6,28
7,28
0,39
1,39
2,37
3,28
4,28
5,28
6,37
0,39
1,39
2,39
3,37
4,28
5,37
6,28
0,28
1,28
0,37
1,28
2,28
3,28
0,28
1,39
2,37
3,28
4,37
0,37
1,28
2,37
3,37
4,37
5,28
0,39
1,28
2,39
3,28
0,28
1,39
2,37
0,28
1,28
2,37
3,37
4,37
5,37
6,28
7,28
8,28
9,28
10,37
0,28
1,39
2,28
3,28
4,37
0,39
1,37
2,28
3,28
4,28
5,37
0,39
1,37
2,37
3,37
0,28
1,37
0,37
1,28
2,28
3,28
4,28
5,28
6,37
0,39
1,28
2,37
3,28
4,28
5,37
6,28
7,37
0,39
1,28
2,37
3,28
0,39
1,37
2,37
3,37
4,28
5,28
6,28
0,28
1,37
2,28
3,28
4,28
5,37
6,28
0,28
1,39
2,28
3,28
4,28
5,37
0,28
1,28
2,37
3,28
4,37
5,28
6,28
7,28
8,37
0,37
1,28
2,28
3,39
4,28
5,28
6,28
0,37
1,28
2,28
3,39
0,37
1,37
2,37
3,28
4,28
5,28
6,28
0,37
1,37
2,37
3,28
4,28
5,28
6,28
7,37
0,37
1,28
2,28
3,28
4,37
5,28
6,28
7,28
8,28
9,37
0,39
1,28
2,37
3,37
4,28
5,37
6,37
7,37
8,28
0,28
1,37
2,37
3,28
4,37
5,28
6,28
7,28
0,28
1,37
2,37
3,28
4,28
0,39
1,37
2,37
3,37
4,37
0,28
1,37
2,28
3,37
4,28
0,28
1,37
2,37
3,37
4,28
5,28
0,28
1,37
2,37
3,37
4,37
5,37
6,28
0,39
1,37
2,37
3,28
4,28
5,28
6,37
7,28
8,28
9,37
0,28
1,37
2,37
0,37
1,28
2,39
3,37
4,37
0,28
1,37
2,28
3,28
4,37
5,28
0,39
1,37
2,37
3,39
4,37
5,37
6,37
7,28
0,28
1,28
2,37
3,37
4,28
5,37
6,37
7,28
8,37
9,37
0,37
1,28
2,28
3,28
4,28
5,28
0,39
1,37
2,28
0,37
1,28
2,37
3,28
4,37
5,28
0,37
1,37
2,37
3,28
4,37
5,37
0,37
1,28
2,37
3,37
4,28
5,28
6,37
7,28
8,28
9,28
10,28
11,37
0,39
1,37
2,28
3,37
4,37
0,39
1,37
2,28
3,37
4,37
5,28
6,37
0,39
1,37
2,37
3,37
0,28
1,39
2,37
0,37
1,28
2,28
3,28
4,28
5,37
0,28
1,37
2,28
0,39
1,37
2,28
3,28
4,37
5,37
6,28
7,37
0,39
1,28
2,37
3,28
4,28
5,28
6,28
7,28
0,39
1,37
2,37
3,28
4,37
5,28
0,37
1,37
2,28
3,37
4,37
5,28
6,39
7,28
0,37
1,28
2,39
0,37
1,39
2,37
3,37
4,28
5,37
6,37
0,37
1,28
2,37
3,28
4,37
5,28
0,39
1,37
2,28
3,37
4,37
5,39
6,37
7,28
8,28
9,28
0,39
1,37
0,28
1,28
2,28
3,28
4,37
5,28
6,28
7,28
8,39
0,39
1,28
2,37
0,39
1,28
2,28
3,37
4,28
5,28
6,28
7,28
8,28
9,28
10,28
11,37
0,37
1,28
2,37
3,28
4,28
5,37
6,37
7,37
0,39
1,37
2,37
3,28
4,37
5,37
0,39
1,37
2,37
3,28
0,28
1,28
2,37
0,39
1,37
2,28
3,37
4,28
5,28
6,37
0,39
1,39
2,39
3,37
4,37
5,28
6,28
7,28
0,39
1,28
2,37
3,39
4,28
0,37
1,28
2,39
3,37
4,28
5,37
6,37
7,37
0,39
1,37
2,39
3,28
0,39
1,28
2,37
3,28
4,28
5,37
6,28
0,37
1,28
2,37
3,28
0,28
1,37
2,37
3,28
4,28
5,37
6,37
7,37
0,28
1,39
2,37
3,28
0,39
1,37
2,37
0,28
1,28
2,39
3,37
4,28
5,28
6,28
7,28
8,28
9,28
10,28
0,39
1,37
2,37
3,37
4,28
5,37
6,37
7,37
8,37
0,39
1,37
2,28
3,28
4,37
0,39
1,28
2,37
3,37
4,37
0,28
1,28
2,28
3,39
4,28
5,28
6,28
7,28
8,28
9,37
0,28
1,39
2,39
3,39
4,28
5,37
0,28
1,39
0,37
1,28
2,37
3,28
0,28
1,28
2,37
3,28
4,37
5,28
0,39
1,37
2,39
3,37
4,28
0,37
1,28
2,28
3,28
4,28
5,28
6,37
0,39
1,39
0,37
1,37
2,28
3,28
4,28
5,37
6,28
7,37
0,39
1,28
2,39
3,28
4,37
5,37
6,37
0,28
1,28
2,28
3,28
4,28
0,39
1,28
2,28
3,28
4,28
5,28
6,28
0,28
1,28
2,28
3,28
4,39
0,39
1,28
2,28
3,28
4,37
0,37
1,37
2,37
0,28
1,37
2,28
0,37
1,28
2,28
3,28
0,39
1,28
2,39
3,28
4,28
0,39
1,28
2,37
3,37
4,37
5,28
0,37
1,37
2,28
0,39
1,37
2,28
3,28
0,37
1,28
2,28
3,37
4,28
0,37
1,37
2,37
3,28
4,28
5,28
6,28
7,28
0,28
1,37
2,28
3,28
0,37
1,39
2,37
3,28
0,28
1,39
2,39
3,28
4,28
5,28
0,39
1,37
2,28
3,28
4,28
5,28
6,28
0,28
1,37
2,28
0,28
1,37
2,28
3,28
4,28
5,28
0,37
1,28
2,28
3,28
4,28
0,28
1,28
2,37
3,37
4,28
5,37
6,37
0,37
1,28
0,39
1,28
2,28
3,28
4,28
5,39
6,28
0,39
1,39
2,37
3,28
4,28
5,28
6,28
7,28
8,28
0,39
1,28
2,39
0,37
1,28
2,28
3,28
0,39
1,28
2,37
3,28
0,39
1,28
2,28
3,28
4,28
0,37
1,28
2,28
3,37
4,37
5,28
6,28
7,28
8,28
9,28
0,28
1,37
0,28
1,28
0,28
1,28
2,28
3,28
4,28
5,28
0,39
1,37
2,28
3,28
4,28
5,28
6,28
7,28
8,39
0,28
1,28
2,39
3,28
0,28
1,28
2,39
3,39
4,28
5,28
0,28
1,28
2,28
3,28
4,28
0,37
1,28
2,28
3,39
4,28
0,28
1,39
2,28
3,39
4,28
5,28
0,28
1,28
2,28
3,37
0,37
1,28
2,28
3,37
4,28
5,28
6,28
7,28
0,37
1,28
2,28
3,28
4,28
5,28
6,28
0,39
1,28
2,28
3,37
4,28
5,37
6,37
0,28
1,28
2,37
3,28
4,28
5,28
0,39
1,39
2,37
3,28
0,39
1,28
